Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Cuzzone et al. (2016)	boulder	Cuzz2016-13	Cuzz2016-E	Swe-26	61.62	14.85	423	2	2.65	1	67357	2818	07KNSTD	0	0	0	2011	10800	500	-	-	10371	700	435	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-14	Cuzz2016-E	Swe-27	61.61	14.83	422	2	2.65	1	67392	3644	07KNSTD	0	0	0	2011	10800	600	-	-	10387	787	563	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-15	Cuzz2016-E	Swe-30	61.61	14.83	429	2	2.65	1	65580	2872	07KNSTD	0	0	0	2011	10400	500	-	-	10046	691	441	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-16	Cuzz2016-E	Swe-31	61.61	14.83	430	2	2.65	1	65197	2217	07KNSTD	0	0	0	2011	10400	400	-	-	9975	628	340	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-17	Cuzz2016-E	Swe-33	61.61	14.83	430	2	2.65	1	63395	2382	07KNSTD	0	0	0	2011	10100	400	-	-	9686	629	365	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-18	Cuzz2016-F	Swe-42	65.221	19.658	345	2	2.65	1	62683	2191	07KNSTD	0	0	0	2011	11000	400	-	-	10250	650	359	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-18	Cuzz2016-F	Swe-42	65.221	19.658	345	2	2.65	1	70561	20160	07KNSTD	0	0	0	2011	12400	3500	-	-	11576	3373	3317	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-19	Cuzz2016-F	Swe-43	65.221	19.658	243	2	2.65	1	54181	5764	07KNSTD	0	0	0	2011	10600	1100	-	-	9751	1161	1040	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-20	Cuzz2016-F	Swe-48	65.221	19.658	245	2	2.65	1	99405	1978	07KNSTD	0	0	0	2011	19400	400	-	-	18004	1020	360	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-21	Cuzz2016-G	Swe-44	65.01	19.4	247	2	2.65	1	57736	2999	07KNSTD	0	0	0	2011	11200	600	-	-	10368	770	540	-	-	-	Cuzzone et al. (2014)
