Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Briner et al. (2005b)	bedrock	Brin2005b-35	Brin2005b-T	BDF-00-2	70.27500	-68.97338	36	3	2.65	1	49000	4000	KNSTD	0	0	0	2000	9300	400	-	-	9737	998	797	-	-	-	Briner et al. (2007)
Briner et al. (2005b)	bedrock	Brin2005b-36	Brin2005b-U	TM1-00-1	70.29855	-69.14703	605	3	2.65	1	199000	7000	KNSTD	1200000	41000	KNSTD	2000	22100	500	21900	700	22580	1610	799	21745	1880	751	Briner et al. (2006)
Briner et al. (2005b)	bedrock	Brin2005b-36	Brin2005b-U	TM1-00-1	70.29855	-69.14703	605	3	2.65	1	199000	5000	KNSTD	0	0	0	2000	21900	1400	-	-	22580	1510	571	-	-	-	Briner et al. (2006)
Briner et al. (2005b)	cobble	Brin2005b-37	Brin2005b-V	CF02-68	70.72948	-69.15318	120	3	2.65	1	397000	13000	KNSTD	0	0	0	2002	70800	2300	-	-	73878	5249	2464	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-37	Brin2005b-V	CF02-68	70.72948	-69.15318	120	3	2.65	1	436000	11000	KNSTD	0	0	0	2002	77800	1900	-	-	81286	5521	2093	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-38	Brin2005b-V	CF02-67	70.72948	-69.15318	120	3	2.65	1	287000	14000	KNSTD	0	0	0	2002	50900	2400	-	-	53128	4229	2626	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-39	Brin2005b-W	CF02-4	70.52688	-68.59897	82	3	2.65	1	55000	3000	KNSTD	0	0	0	2002	10700	500	-	-	10433	860	571	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-40	Brin2005b-W	CF02-5	70.53025	-68.59430	82	3	2.65	1	98000	3000	KNSTD	0	0	0	2002	17900	600	-	-	18680	1291	575	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-41	Brin2005b-W	CF02-6	70.53097	-68.59115	82	3	2.65	1	87000	3000	KNSTD	0	0	0	2002	15900	600	-	-	16573	1174	574	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-42	Brin2005b-X	CF02-59	70.58545	-68.84150	142	3	2.65	1	72000	3000	KNSTD	0	0	0	2002	12400	400	-	-	12887	961	539	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-43	Brin2005b-Y	CF02-146	70.42232	-68.98833	368	3	2.65	0.997	93000	5000	KNSTD	0	0	0	2002	12800	600	-	-	13308	1091	718	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-44	Brin2005b-Y	CF02-147	70.42232	-68.98833	368	3	2.65	0.997	300000	7000	KNSTD	0	0	0	2002	42300	1000	-	-	43294	2882	1021	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-45	Brin2005b-Y	CF02-162	70.42867	-69.00113	400	3	2.65	0.998	340000	10000	KNSTD	0	0	0	2002	45600	1300	-	-	47539	3283	1415	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-46	Brin2005b-Z	CF3-01-1	70.55933	-68.86078	135	3	2.65	1	77000	2000	KNSTD	456000	22000	KNSTD	2001	13300	400	13000	800	13886	931	362	13041	1208	633	-
Briner et al. (2005b)	boulder	Brin2005b-47	Brin2005b-Z	CF02-20	70.56460	-68.89103	155	3	2.65	0.999	84000	3000	KNSTD	0	0	0	2002	14300	500	-	-	14864	1062	533	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-48	Brin2005b-Z	CF02-18	70.57027	-68.88190	145	3	2.65	1	255000	7000	KNSTD	0	0	0	2002	44100	1100	-	-	45927	3132	1275	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-49	Brin2005b-AA	PB6-01-2	70.53014	-68.74817	136	3	2.65	1	76000	5000	KNSTD	0	0	0	2001	13200	800	-	-	13690	1238	904	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-50	Brin2005b-AA	PB6-01-1	70.53269	-68.76597	117	3	2.65	1	707000	17000	KNSTD	3730000	130000	KNSTD	2001	128000	3000	113700	6100	133931	9156	3331	114237	10375	4214	-
