Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Spector et al. (2017)	cobble	Spec2017-19	Spec2017-I	07-SCT-189-HOP	-83.5170	171.3937	438.8	6.5	2.7	0.998	69700	1800	07KNSTD	0	0	0	2007	9322	806	-	-	9191	626	238	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-20	Spec2017-I	07-SCT-188-HOP	-83.5169	171.3931	438.4	7	2.7	0.996	68900	1200	07KNSTD	0	0	0	2007	9271	782	-	-	9146	598	160	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-21	Spec2017-J	10-BDM-054-HOP	-83.5188	171.4064	367.6	8	2.67	0.978	63200	2200	07KNSTD	0	0	0	2010	9343	837	-	-	9237	665	322	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-22	Spec2017-J	10-BDM-056-HOP	-83.5187	171.4071	368.4	5.5	2.68	0.843	65100	2100	07KNSTD	0	0	0	2010	10916	968	-	-	10823	766	350	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-23	Spec2017-K	10-BDM-052-HOP	-83.5173	171.4163	312.9	2	2.61	0.989	68300	2100	07KNSTD	0	0	0	2010	10033	884	-	-	9902	694	305	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-24	Spec2017-K	10-BDM-050-HOP	-83.5179	171.4189	292.3	2.8	2.54	0.990	60500	2300	07KNSTD	0	0	0	2010	9108	828	-	-	8993	662	343	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-25	Spec2017-L	07-SCT-198-HOP	-83.5077	171.4202	225.5	5.5	2.7	0.993	67000	1900	07KNSTD	0	0	0	2007	11023	962	-	-	10921	755	311	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-26	Spec2017-L	07-SCT-197-HOP	-83.5075	171.4192	224.1	7	2.7	0.993	61100	1500	07KNSTD	0	0	0	2007	10189	877	-	-	10084	682	248	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-27	Spec2017-L	10-BDM-079-HOP	-83.5076	171.4196	224.4	4.5	2.59	0.999	62200	2500	07KNSTD	0	0	0	2010	10089	926	-	-	9964	745	401	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-28	Spec2017-L	10-BDM-080-HOP	-83.5078	171.4177	223	3	2.65	0.998	69300	2100	07KNSTD	0	0	0	2010	11136	979	-	-	11024	771	335	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-29	Spec2017-M	10-BDM-082-HOP	-83.5082	171.4285	194.9	4	2.53	0.999	60200	2100	07KNSTD	0	0	0	2010	10009	897	-	-	9883	712	346	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-30	Spec2017-M	10-BDM-083-HOP	-83.5083	171.4288	189	7.5	2.72	0.949	54400	1900	07KNSTD	0	0	0	2010	9878	885	-	-	9769	704	342	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-31	Spec2017-M	07-SCT-196-HOP	-83.5115	171.4277	181.5	7	2.7	0.994	52800	1700	07KNSTD	0	0	0	2007	9187	814	-	-	9076	642	293	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-32	Spec2017-N	10-BDM-046-HOP	-83.5120	171.4529	161.3	5	2.66	0.999	49500	2000	07KNSTD	0	0	0	2010	8603	790	-	-	8469	634	343	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-33	Spec2017-O	07-SCT-195-HOP	-83.5134	171.4707	140.4	7.5	2.7	0.995	46100	1100	07KNSTD	0	0	0	2007	8394	721	-	-	8272	557	198	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-34	Spec2017-P	07-SCT-194-HOP	-83.5138	171.4773	120.2	8.5	2.7	0.997	41800	1000	07KNSTD	0	0	0	2007	7820	671	-	-	7713	519	185	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-35	Spec2017-Q	07-SCT-192-HOP	-83.5152	171.4785	91.8	9	2.7	0.997	17900	800	07KNSTD	0	0	0	2007	3461	324	-	-	3386	261	151	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-36	Spec2017-R	07-SCT-190-HOP	-83.5156	171.4822	80.8	6	2.7	0.997	3200	400	07KNSTD	0	0	0	2007	610	91	-	-	576	81	72	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-37	Spec2017-S	10-BDM-091-GEM	-84.7064	-176.6104	548.9	6.5	2.61	1	64000	1900	07KNSTD	0	0	0	2010	7680	673	-	-	7547	525	224	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-38	Spec2017-S	10-BDM-090-GEM	-84.7067	-176.6078	536.6	4.5	2.59	0.994	52700	1600	07KNSTD	0	0	0	2010	6329	556	-	-	6257	437	190	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-39	Spec2017-T	10-BDM-089-GEM	-84.7081	-176.6074	511.8	3	2.57	0.997	48100	1600	07KNSTD	0	0	0	2010	5823	518	-	-	5762	410	192	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-40	Spec2017-U	10-BDM-087-GEM	-84.7093	-176.6004	494	6	2.61	0.997	13600	700	07KNSTD	0	0	0	2010	1714	166	-	-	1626	132	84	-	-	-	-
Spector et al. (2017)	cobble	Spec2017-41	Spec2017-V	07-SCT-116-TAY	-85.7219	-153.7816	1194.7	10	2.7	0.989	233800	4400	07KNSTD	0	0	0	2007	16555	1403	-	-	15965	1051	302	-	-	-	-
