Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Corbett et al. (2016a)	bedrock	Corb2016-38	Corb2016-I	KM95-075	66.47398	-65.49466	76	0.5	2.7	0.929	62234	9421	LLNL10000	285693	32824	KNSTD	1995	12600	1900	9300	1100	12751	2062	1936	8962	1191	1034	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-39	Corb2016-I	KM95-076	66.47118	-65.49338	61	2.5	2.7	0.929	55851	9106	LLNL10000	374369	29911	KNSTD	1995	11600	1900	12600	1000	11815	2041	1932	12195	1269	980	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-40	Corb2016-J	KM95-077	66.31861	-65.51289	139	3	2.7	0.997	62696	8382	LLNL10000	393480	29314	KNSTD	1995	12000	1600	12200	900	11464	1664	1537	11076	1106	830	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-41	Corb2016-J	KM95-078	66.31861	-65.51289	139	3.5	2.7	0.997	56765	7004	LLNL10000	370121	25757	KNSTD	1995	10900	1300	11500	800	10396	1410	1286	10440	1004	730	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-42	Corb2016-J	KM95-079	66.31936	-65.51267	129	2	2.7	0.997	63708	11677	LLNL10000	403087	27666	KNSTD	1995	12200	2200	12500	800	11667	2240	2145	11363	1086	784	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-43	Corb2016-J	KM95-080	66.31936	-65.51267	129	4	2.7	0.997	54883	5631	LLNL10000	382400	36080	KNSTD	1995	10700	1100	12100	1100	10195	1192	1049	10968	1268	1040	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-44	Corb2016-J	KM95-081	66.31936	-65.51303	129	1.5	2.7	0.996	70970	13325	LLNL10000	398485	35392	KNSTD	1995	13500	2500	12400	1100	12967	2547	2442	11189	1243	999	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-45	Corb2016-J	KM95-082	66.31936	-65.51303	129	6	2.7	0.996	55955	7367	LLNL10000	367567	25115	KNSTD	1995	11100	1400	11800	800	10593	1517	1398	10719	1021	736	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-46	Corb2016-K	KM95-083	66.24506	-65.58242	19	0.5	2.7	0.875	62973	8067	LLNL10000	333623	26299	KNSTD	1995	13500	1700	11600	900	14529	2035	1868	11819	1220	937	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-47	Corb2016-K	KM95-084	66.24506	-65.58242	19	4	2.7	0.875	52792	9458	LLNL10000	330418	21684	KNSTD	1995	11700	2100	11800	800	12539	2359	2254	12070	1127	797	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-48	Corb2016-K	KM95-086	66.23636	-65.57911	64	4	2.7	0.980	56389	7189	LLNL10000	366517	22689	KNSTD	1995	11700	1500	12400	800	11411	1591	1459	11416	1036	711	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-49	Corb2016-L	KM95-087	66.20125	-65.59817	39	4	2.7	0.992	58777	6726	LLNL10000	359537	27988	KNSTD	1995	12700	1400	12600	1000	12060	1538	1384	11339	1161	888	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-50	Corb2016-L	KM95-088	66.20125	-65.59817	39	1.5	2.7	0.992	68956	9217	LLNL10000	383796	31399	KNSTD	1995	14600	1900	13100	1100	13863	2013	1859	11856	1251	976	Marsella (1998)
Corbett et al. (2016a)	boulder	Corb2016-51	Corb2016-L	KM95-089	66.20125	-65.59817	39	3	2.7	0.992	67094	7571	LLNL10000	332001	30373	KNSTD	1995	14300	1600	11500	1000	13665	1724	1547	10354	1172	952	Marsella (1998)
Corbett et al. (2016a)	bedrock	Corb2016-52	Corb2016-L	KM95-090	66.20125	-65.59817	39	1	2.7	0.992	64807	7037	LLNL10000	355838	24451	KNSTD	1995	13600	1500	12100	800	12964	1586	1412	10934	1045	755	Marsella (1998)
