Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Seong et al. (2007)	boulder	Seon2007-72	Seon2007-N	K2-117	35.292	75.662	2276	5	2.65	1	90000	10000	KNSTD	0	0	0	2005	3700	200	-	-	5251	653	584	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-73	Seon2007-N	K2-118	35.292	75.662	2276	5	2.65	1	110000	10000	KNSTD	0	0	0	2005	4600	200	-	-	6291	671	573	-	-	-	-
Seong et al. (2007)	boulder	Seon2007-74	Seon2007-N	K2-119	35.292	75.662	2276	5	2.65	1	90000	10000	KNSTD	0	0	0	2005	3900	200	-	-	5251	653	584	-	-	-	-

Reference:
Seong YB, Owen LA, Bishop MP, Bush A, Clendon P, Copland L, Finkel R, Kamp U, Shroder JF, 2007. Quaternary glacial history of the central Karakoram. Quaternary Science Reviews 26, 3384-3405.

Data comments:
Sample density assumed to be 2.65 g/cm3.
Sampling year assumed to be 2005.
Group ID based on sample location and geomorphology.

expage.github.io - data from expage-201910
