Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Abramowski et al. (2006)	boulder	Abra2006-16	Abra2006-D	AK43	39.64	70.05	2930	8	2.65	0.987	774000	47000	S555	0	0	0	2002	17700	2100	-	-	23212	1919	1418	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-17	Abra2006-D	AK44	39.64	70.05	2930	5	2.65	0.987	837000	47000	S555	0	0	0	2002	18800	2200	-	-	24367	1934	1377	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-18	Abra2006-D	AK45	39.64	70.05	2930	4	2.65	0.987	631000	31000	S555	0	0	0	2002	14300	1700	-	-	18956	1410	936	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-19	Abra2006-E	AV1	39.68	71.62	3440	4	2.65	1	623000	41000	S555	0	0	0	2002	10300	1300	-	-	13864	1197	916	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-20	Abra2006-E	AV2	39.68	71.62	3440	4	2.65	1	627000	39000	S555	0	0	0	2002	10300	1300	-	-	13944	1166	870	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-21	Abra2006-E	AV3	39.68	71.62	3440	4	2.65	1	637000	40000	S555	0	0	0	2002	10500	1300	-	-	14143	1189	891	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-22	Abra2006-F	KK1	39.55	72.08	2500	4	2.65	1	1850000	87000	S555	0	0	0	2002	50100	5800	-	-	66112	4885	3161	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-23	Abra2006-F	KK2	39.55	72.08	2500	4	2.65	1	2019000	94000	S555	0	0	0	2002	55100	6400	-	-	72216	5322	3424	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-24	Abra2006-F	KK3	39.55	72.08	2500	4	2.65	1	1727000	76000	S555	0	0	0	2002	46600	5300	-	-	61899	4449	2767	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-25	Abra2006-G	AT11	38.66	72.92	3857	2	2.65	0.997	2892000	151000	S555	0	0	0	2002	36300	4300	-	-	43485	3347	2295	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-26	Abra2006-G	AT13	38.66	72.92	3856	2	2.65	0.994	1254000	111000	S555	0	0	0	2002	16800	2300	-	-	21083	2213	1876	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-27	Abra2006-G	AT21	38.66	72.92	3836	4	2.65	0.997	1391000	52000	S555	0	0	0	2002	18800	2100	-	-	23564	1584	886	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-28	Abra2006-G	AT22	38.66	72.92	3836	4	2.65	0.996	1055000	40000	S555	0	0	0	2002	14400	1600	-	-	18724	1263	713	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-29	Abra2006-H	TK11	38.65	72.89	4088	2	2.65	0.988	5575000	210000	S555	0	0	0	2002	62300	7000	-	-	74305	5072	2852	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-30	Abra2006-H	TK12	38.65	72.89	4090	2	2.65	0.997	4796000	216000	S555	0	0	0	2002	53100	6100	-	-	63315	4594	2897	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-31	Abra2006-H	TK13	38.65	72.89	4094	2	2.65	0.998	5458000	205000	S555	0	0	0	2002	60800	6900	-	-	71691	4886	2741	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-32	Abra2006-H	TK14	38.65	72.89	4131	2	2.65	0.997	6016000	226000	S555	0	0	0	2002	65100	7300	-	-	77699	5304	2976	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-33	Abra2006-H	TK15	38.65	72.89	4134	2	2.65	1	5739000	215000	S555	0	0	0	2002	63600	7200	-	-	73587	5014	2808	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-34	Abra2006-I	BO11	37.735	72.838	4250	1	2.65	0.994	2698000	102000	S555	0	0	0	2002	29000	3200	-	-	34569	2339	1318	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-35	Abra2006-I	BO12	37.735	72.838	4225	3	2.65	0.994	2576000	116000	S555	0	0	0	2002	28100	3200	-	-	34091	2455	1548	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-36	Abra2006-I	BO13	37.735	72.838	4240	3	2.65	0.994	4253000	160000	S555	0	0	0	2002	43600	4900	-	-	53825	3654	2052	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-37	Abra2006-I	BO14	37.736	72.838	4240	2	2.65	0.996	5260000	197000	S555	0	0	0	2002	54300	6100	-	-	65647	4464	2499	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-38	Abra2006-I	BO17	37.736	72.838	4230	2.5	2.65	0.995	3958000	149000	S555	0	0	0	2002	41000	4600	-	-	49757	3375	1897	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-39	Abra2006-J	BO21	37.738	72.839	4180	1.5	2.65	0.997	1595000	62000	S555	0	0	0	2002	18400	72100	-	-	22731	1547	889	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-40	Abra2006-J	BO24	37.739	72.839	4170	2	2.65	0.997	1560000	59000	S555	0	0	0	2002	18100	2000	-	-	22478	1517	855	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-41	Abra2006-J	BO28	37.74	72.84	4130	4.5	2.65	0.998	1577000	64000	S555	0	0	0	2002	18700	2100	-	-	23524	1625	960	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-42	Abra2006-J	BO29	37.74	72.84	4120	2	2.65	0.998	1522000	64000	S555	0	0	0	2002	18100	2000	-	-	22520	1575	952	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-43	Abra2006-K	UK11	37.66	73.67	4416	2	2.65	1	9662000	369000	S555	0	0	0	2002	93000	11000	-	-	108962	7537	4277	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-44	Abra2006-K	UK12	37.66	73.67	4416	2	2.65	0.999	6909000	261000	S555	0	0	0	2002	66400	7500	-	-	78610	5377	3029	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-45	Abra2006-L	UK21	37.70	73.73	4060	2	2.65	1	5240000	204000	S555	0	0	0	2002	60300	6800	-	-	72271	4984	2865	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-46	Abra2006-L	UK24	37.70	73.73	4038	2	2.65	1	2655000	147000	S555	0	0	0	2002	31400	3700	-	-	37848	2993	2115	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-47	Abra2006-L	UK25	37.70	73.73	4055	2	2.65	1	1622000	66000	S555	0	0	0	2002	20000	2200	-	-	24556	1699	1005	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-48	Abra2006-L	UK26	37.70	73.73	4055	2	2.65	1	2457000	105000	S555	0	0	0	2002	29100	3300	-	-	35130	2480	1515	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-49	Abra2006-L	UK28	37.70	73.73	4085	2	2.65	0.999	4986000	190000	S555	0	0	0	2002	56500	6400	-	-	67751	4635	2626	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-50	Abra2006-M	UK31	37.66	73.70	4139	2	2.65	0.999	4691000	178000	S555	0	0	0	2002	50600	5700	-	-	62183	4242	2397	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-51	Abra2006-M	UK32	37.66	73.70	4146	2	2.65	0.999	5801000	225000	S555	0	0	0	2002	63500	7200	-	-	76556	5279	3027	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-52	Abra2006-M	UK33	37.66	73.70	4147	2	2.65	1	5075000	234000	S555	0	0	0	2002	55100	6400	-	-	66602	4882	3123	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-53	Abra2006-M	UK34	37.66	73.70	4149	2	2.65	1	3735000	144000	S555	0	0	0	2002	41100	4600	-	-	48746	3331	1902	-	-	-	-
Abramowski et al. (2006)	boulder	Abra2006-54	Abra2006-M	UK35	37.66	73.70	4154	2	2.65	1	6868000	260000	S555	0	0	0	2002	74400	8400	-	-	91006	6249	3525	-	-	-	-
