Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Menounos et al. (2017)	boulder	Meno2017-11	Meno2017-C	MC-09-R-05	57.59027	-126.90428	1468	5.35	2.7	0.9904	159978	6585	07KNSTD	0	0	0	2005	10909	420	-	-	10618	734	438	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-12	Meno2017-C	MC-07-R-05	57.59010	-126.90565	1458	4.78	2.7	0.9863	137310	6965	07KNSTD	0	0	0	2005	9385	446	-	-	9171	690	466	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-13	Meno2017-C	MC-08-R-05	57.58920	-126.91238	1435	6.25	2.7	0.9600	167639	6756	07KNSTD	0	0	0	2005	12239	461	-	-	11917	818	482	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-14	Meno2017-D	FE10-1	50.18253	-122.39577	2100	1.90	2.7	0.9800	277000	5120	07KNSTD	0	0	0	2010	12249	227	-	-	11931	697	221	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-15	Meno2017-D	FE10-2	50.18248	-122.39558	2100	1.43	2.7	0.9800	260000	4820	07KNSTD	0	0	0	2010	11459	213	-	-	11151	652	207	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-16	Meno2017-D	FE10-3	50.18301	-122.39455	2099	5.10	2.7	0.9800	253303	4700	07KNSTD	0	0	0	2010	11504	214	-	-	11219	656	209	-	-	-	-
Menounos et al. (2017)	bedrock	Meno2017-17	Meno2017-D	FE10-4	50.18256	-122.39536	2095	1.58	2.7	0.9800	248000	5180	07KNSTD	0	0	0	2010	10986	230	-	-	10681	633	224	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-18	Meno2017-E	BI-1	50.57430	-122.77963	1890	2.5	2.7	0.9800	201370	3773	07KNSTD	0	0	0	2010	10410	196	-	-	10169	595	191	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-19	Meno2017-E	BO-1	50.57485	-122.78107	1895	2.5	2.7	0.9800	199708	6718	07KNSTD	0	0	0	2010	9975	336	-	-	10049	652	339	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-20	Meno2017-F	DM-1	50.27197	-122.35084	1917	2.5	2.7	0.9800	223518	7322	07KNSTD	0	0	0	2010	11040	362	-	-	11127	717	366	-	-	-	-
